0,1424396700,244
1,1424483100,240.25
2,1424569500,245
3,1424655900,235.001
4,1424742300,235
5,1424828700,239.75
6,1424915100,237.75
7,1425001500,238.5
8,1425087900,249
9,1425174300,240.00006025
10,1425260700,251
11,1425347100,269
12,1425433500,267.21999999
13,1425519900,280
14,1425606300,257.00012
15,1425692700,260.00000522
16,1425779100,260.00000522
17,1425865500,260.00003101
18,1425951900,264.00000533
19,1426038300,291
20,1426124700,276.00000001
21,1426211100,300.99999959
22,1426297500,275.11000009
23,1426383900,275.10000036
24,1426470300,282.10800036
25,1426556700,275
26,1426643100,275.00000003
27,1426729500,267.01000006
28,1426815900,264.84631516
29,1426902300,263.56083094
30,1426988700,263.19298262
31,1427075100,263.5365229
32,1427161500,263.01895538
33,1427247900,273
34,1427334300,251.36855193
35,1427420700,253.22011045
36,1427507100,253.3527
37,1427593500,252.0705
38,1427679900,247.96933001
39,1427766300,254.35279355
40,1427852700,249.33852966
41,1427939100,249
42,1428025500,255
43,1428111900,255
44,1428198300,254.42717667
45,1428284700,254.69622183
46,1428371100,254.69622183
47,1428457500,251.4816875
48,1428543900,248.28703147
49,1428630300,269
50,1428716700,237.11
51,1428803100,234.8725
52,1428889500,232.05
53,1428975900,234.00007598
54,1429062300,219.90926541
55,1429148700,225.1293
56,1429235100,229.57789808
57,1429321500,223.48807719
58,1429407900,221.5
59,1429494300,223.57789808
60,1429580700,223.57789808
61,1429667100,238.374
62,1429753500,230.57
63,1429839900,230.87360326
64,1429926300,235.0896
65,1430012700,223.57789808
66,1430099100,219.00999999
67,1430185500,219.01
68,1430271900,227
69,1430358300,227
70,1430444700,243.432375
71,1430531100,233.1665
72,1430617500,235
73,1430703900,235.52829126
74,1430790300,233.1763
75,1430876700,231.0154
76,1430963100,225
77,1431049500,225
78,1431135900,249.53240001
79,1431222300,238.5565
80,1431308700,246.25
81,1431395100,241.1937
82,1431481500,244.90444044
83,1431567900,249.53240001
84,1431654300,245.25
85,1431740700,250.275
86,1431827100,243.5
87,1431913500,243.31250001
88,1431999900,235
89,1432086300,243.99999999
90,1432172700,232.53000001
91,1432259100,232.5255
92,1432345500,236.50775007
93,1432431900,241.78343249
94,1432518300,243
95,1432604700,234.947125
96,1432691100,235.32585376
97,1432777500,239.8186175
98,1432863900,237.7
99,1432950300,237.35460214
100,1433036700,234.326575
101,1433123100,233.00000001
102,1433209500,230.83999757
103,1433295900,232.9999998
104,1433382300,232.99999995
105,1433468700,225
106,1433555100,224.00001675
107,1433641500,226.99999844
