244.0,240.25,245.0,235.001,235.0,239.75,237.75,238.5,249.0,240.00006025,251.0
240.25,245.0,235.001,235.0,239.75,237.75,238.5,249.0,240.00006025,251.0,269.0
245.0,235.001,235.0,239.75,237.75,238.5,249.0,240.00006025,251.0,269.0,267.21999999
235.001,235.0,239.75,237.75,238.5,249.0,240.00006025,251.0,269.0,267.21999999,280.0
235.0,239.75,237.75,238.5,249.0,240.00006025,251.0,269.0,267.21999999,280.0,257.00012
239.75,237.75,238.5,249.0,240.00006025,251.0,269.0,267.21999999,280.0,257.00012,260.00000522
237.75,238.5,249.0,240.00006025,251.0,269.0,267.21999999,280.0,257.00012,260.00000522,260.00000522
238.5,249.0,240.00006025,251.0,269.0,267.21999999,280.0,257.00012,260.00000522,260.00000522,260.00003101
249.0,240.00006025,251.0,269.0,267.21999999,280.0,257.00012,260.00000522,260.00000522,260.00003101,264.00000533
240.00006025,251.0,269.0,267.21999999,280.0,257.00012,260.00000522,260.00000522,260.00003101,264.00000533,291.0
251.0,269.0,267.21999999,280.0,257.00012,260.00000522,260.00000522,260.00003101,264.00000533,291.0,276.00000001
269.0,267.21999999,280.0,257.00012,260.00000522,260.00000522,260.00003101,264.00000533,291.0,276.00000001,300.99999959
267.21999999,280.0,257.00012,260.00000522,260.00000522,260.00003101,264.00000533,291.0,276.00000001,300.99999959,275.11000009
280.0,257.00012,260.00000522,260.00000522,260.00003101,264.00000533,291.0,276.00000001,300.99999959,275.11000009,275.10000036
257.00012,260.00000522,260.00000522,260.00003101,264.00000533,291.0,276.00000001,300.99999959,275.11000009,275.10000036,282.10800036
260.00000522,260.00000522,260.00003101,264.00000533,291.0,276.00000001,300.99999959,275.11000009,275.10000036,282.10800036,275.0
260.00000522,260.00003101,264.00000533,291.0,276.00000001,300.99999959,275.11000009,275.10000036,282.10800036,275.0,275.00000003
260.00003101,264.00000533,291.0,276.00000001,300.99999959,275.11000009,275.10000036,282.10800036,275.0,275.00000003,267.01000006
264.00000533,291.0,276.00000001,300.99999959,275.11000009,275.10000036,282.10800036,275.0,275.00000003,267.01000006,264.84631516
291.0,276.00000001,300.99999959,275.11000009,275.10000036,282.10800036,275.0,275.00000003,267.01000006,264.84631516,263.56083094
276.00000001,300.99999959,275.11000009,275.10000036,282.10800036,275.0,275.00000003,267.01000006,264.84631516,263.56083094,263.19298262
300.99999959,275.11000009,275.10000036,282.10800036,275.0,275.00000003,267.01000006,264.84631516,263.56083094,263.19298262,263.5365229
275.11000009,275.10000036,282.10800036,275.0,275.00000003,267.01000006,264.84631516,263.56083094,263.19298262,263.5365229,263.01895538
275.10000036,282.10800036,275.0,275.00000003,267.01000006,264.84631516,263.56083094,263.19298262,263.5365229,263.01895538,273.0
282.10800036,275.0,275.00000003,267.01000006,264.84631516,263.56083094,263.19298262,263.5365229,263.01895538,273.0,251.36855193
275.0,275.00000003,267.01000006,264.84631516,263.56083094,263.19298262,263.5365229,263.01895538,273.0,251.36855193,253.22011045
275.00000003,267.01000006,264.84631516,263.56083094,263.19298262,263.5365229,263.01895538,273.0,251.36855193,253.22011045,253.3527
267.01000006,264.84631516,263.56083094,263.19298262,263.5365229,263.01895538,273.0,251.36855193,253.22011045,253.3527,252.0705
264.84631516,263.56083094,263.19298262,263.5365229,263.01895538,273.0,251.36855193,253.22011045,253.3527,252.0705,247.96933001
263.56083094,263.19298262,263.5365229,263.01895538,273.0,251.36855193,253.22011045,253.3527,252.0705,247.96933001,254.35279355
263.19298262,263.5365229,263.01895538,273.0,251.36855193,253.22011045,253.3527,252.0705,247.96933001,254.35279355,249.33852966
263.5365229,263.01895538,273.0,251.36855193,253.22011045,253.3527,252.0705,247.96933001,254.35279355,249.33852966,249.0
263.01895538,273.0,251.36855193,253.22011045,253.3527,252.0705,247.96933001,254.35279355,249.33852966,249.0,255.0
273.0,251.36855193,253.22011045,253.3527,252.0705,247.96933001,254.35279355,249.33852966,249.0,255.0,255.0
251.36855193,253.22011045,253.3527,252.0705,247.96933001,254.35279355,249.33852966,249.0,255.0,255.0,254.42717667
253.22011045,253.3527,252.0705,247.96933001,254.35279355,249.33852966,249.0,255.0,255.0,254.42717667,254.69622183
253.3527,252.0705,247.96933001,254.35279355,249.33852966,249.0,255.0,255.0,254.42717667,254.69622183,254.69622183
252.0705,247.96933001,254.35279355,249.33852966,249.0,255.0,255.0,254.42717667,254.69622183,254.69622183,251.4816875
247.96933001,254.35279355,249.33852966,249.0,255.0,255.0,254.42717667,254.69622183,254.69622183,251.4816875,248.28703147
254.35279355,249.33852966,249.0,255.0,255.0,254.42717667,254.69622183,254.69622183,251.4816875,248.28703147,269.0
249.33852966,249.0,255.0,255.0,254.42717667,254.69622183,254.69622183,251.4816875,248.28703147,269.0,237.11
